type,content
link,https://openlibrary.org/books/OL2381624M
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/4127167
link,"/wiki/Hibbert,_Christopher"
link,/wiki/The_Encyclopaedia_of_Oxford
link,/wiki/Macmillan_Publishers
link,/wiki/James_Kelsey_McConica
link,/w/index.php?title=University_of_Oxford&action=edit&section=45
link,/wiki/HarperCollins
link,/wiki/An_Oxford_University_Chest
link,/wiki/R.W._Johnson
link,https://archive.org/details/inpraiseofoxford00seccuoft
link,/wiki/John_Murray_(publishing_house)
link,/w/index.php?title=University_of_Oxford&action=edit&section=46
link,/wiki/Timeline_of_Oxford#Further_reading
link,/wiki/Oxford_University_Press
link,/w/index.php?title=University_of_Oxford&action=edit&section=47
link,/wiki/Wikipedia:Wikimedia_sister_projects
link,https://commons.wikimedia.org/wiki/Category:University_of_Oxford
link,https://en.wikinews.org/wiki/Category:University_of_Oxford
link,https://en.wikiquote.org/wiki/University_of_Oxford
link,https://en.wikisource.org/wiki/Portal:University_of_Oxford
link,https://ox.ac.uk/
link,https://www.wikidata.org/wiki/Q34433#P856
link,http://www.british-history.ac.uk/report.aspx?compid=63862#n9
link,https://web.archive.org/web/20140116132507/http://www.british-history.ac.uk/report.aspx?compid=63862#n9
link,/wiki/Wayback_Machine
link,https://archive.org/search.php?query=%28%22Oxford+University%22+OR+%22University+of+Oxford%22%29
link,/wiki/Internet_Archive
link,/wiki/Template:University_of_Oxford
link,/wiki/Template_talk:University_of_Oxford
link,/wiki/Special:EditPage/Template:University_of_Oxford
link,/wiki/List_of_chancellors_of_the_University_of_Oxford
link,/wiki/Chris_Patten
link,/wiki/List_of_vice-chancellors_of_the_University_of_Oxford
link,/wiki/Irene_Tracey
link,/wiki/Registrar_of_the_University_of_Oxford
link,/wiki/List_of_heads_of_houses_of_the_University_of_Oxford
link,/wiki/File:Coat_of_arms_of_the_University_of_Oxford.svg
link,/wiki/Colleges_of_the_University_of_Oxford
link,"/wiki/All_Souls_College,_Oxford"
link,"/wiki/Balliol_College,_Oxford"
link,"/wiki/Brasenose_College,_Oxford"
link,"/wiki/Christ_Church,_Oxford"
link,"/wiki/Corpus_Christi_College,_Oxford"
link,"/wiki/Exeter_College,_Oxford"
link,"/wiki/Green_Templeton_College,_Oxford"
link,"/wiki/Harris_Manchester_College,_Oxford"
link,"/wiki/Hertford_College,_Oxford"
link,"/wiki/Jesus_College,_Oxford"
link,"/wiki/Keble_College,_Oxford"
link,"/wiki/Kellogg_College,_Oxford"
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/Linacre_College,_Oxford"
link,"/wiki/Lincoln_College,_Oxford"
link,"/wiki/Magdalen_College,_Oxford"
link,"/wiki/Mansfield_College,_Oxford"
link,"/wiki/Merton_College,_Oxford"
link,"/wiki/New_College,_Oxford"
link,"/wiki/Nuffield_College,_Oxford"
link,"/wiki/Oriel_College,_Oxford"
link,"/wiki/Pembroke_College,_Oxford"
link,"/wiki/The_Queen%27s_College,_Oxford"
link,"/wiki/Reuben_College,_Oxford"
link,"/wiki/St_Anne%27s_College,_Oxford"
link,"/wiki/St_Antony%27s_College,_Oxford"
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,"/wiki/St_Cross_College,_Oxford"
link,"/wiki/St_Edmund_Hall,_Oxford"
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,"/wiki/St_John%27s_College,_Oxford"
link,"/wiki/St_Peter%27s_College,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/Trinity_College,_Oxford"
link,"/wiki/University_College,_Oxford"
link,"/wiki/Wadham_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Worcester_College,_Oxford"
link,/wiki/Permanent_private_hall
link,/wiki/Blackfriars_Hall
link,"/wiki/Campion_Hall,_Oxford"
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,/wiki/Divisions_of_the_University_of_Oxford
link,/wiki/Divisions_of_the_University_of_Oxford#Humanities_Division
link,/wiki/Faculty_of_Asian_and_Middle_Eastern_Studies
link,/wiki/Rothermere_American_Institute
link,/wiki/Ruskin_School_of_Art
link,"/wiki/Faculty_of_Classics,_University_of_Oxford"
link,"/wiki/Faculty_of_History,_University_of_Oxford"
link,"/wiki/Faculty_of_Linguistics,_Philology_%26_Phonetics,_University_of_Oxford"
link,"/wiki/Faculty_of_Medieval_and_Modern_Languages,_University_of_Oxford"
link,"/wiki/Faculty_of_Music,_University_of_Oxford"
link,"/wiki/Faculty_of_Philosophy,_University_of_Oxford"
link,"/wiki/Faculty_of_Theology_and_Religion,_University_of_Oxford"
link,/wiki/Divisions_of_the_University_of_Oxford#Medical_Sciences_Division
link,"/wiki/Department_of_Biochemistry,_University_of_Oxford"
link,/wiki/Wellcome_Centre_for_Human_Genetics
link,/wiki/Oxford_University_Medical_School
link,/wiki/Sir_William_Dunn_School_of_Pathology
link,/wiki/Nuffield_Department_of_Population_Health
link,"/wiki/Divisions_of_the_University_of_Oxford#Mathematical,_Physical_and_Life_Sciences_Division_(MPLS)"
link,"/wiki/Department_of_Biology,_University_of_Oxford"
link,"/wiki/Department_of_Chemistry,_University_of_Oxford"
link,"/wiki/Department_of_Computer_Science,_University_of_Oxford"
link,"/wiki/Department_of_Earth_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Engineering_Science,_University_of_Oxford"
link,"/wiki/Department_of_Materials,_University_of_Oxford"
link,"/wiki/Mathematical_Institute,_University_of_Oxford"
link,"/wiki/Department_of_Physics,_University_of_Oxford"
link,/wiki/Divisions_of_the_University_of_Oxford#Social_Sciences_Division
link,"/wiki/School_of_Archaeology,_University_of_Oxford"
link,/wiki/Sa%C3%AFd_Business_School
link,/wiki/Oxford_University_Department_for_Continuing_Education
link,"/wiki/Department_of_Economics,_University_of_Oxford"
link,/wiki/Blavatnik_School_of_Government
link,/wiki/Oxford_Department_of_International_Development
link,"/wiki/Faculty_of_Law,_University_of_Oxford"
link,"/wiki/Department_of_Politics_and_International_Relations,_University_of_Oxford"
link,/wiki/Department_of_Social_Policy_and_Intervention
link,"/wiki/Divisions_of_the_University_of_Oxford#Gardens,_Libraries_and_Museums"
link,/wiki/Ashmolean_Museum
link,/wiki/Bodleian_Libraries
link,/wiki/University_of_Oxford_Botanic_Garden
link,"/wiki/History_of_Science_Museum,_Oxford"
link,/wiki/Oxford_University_Museum_of_Natural_History
link,/wiki/Pitt_Rivers_Museum
link,/wiki/Begbroke_Science_Park
link,/wiki/Big_Data_Institute
link,/wiki/Ineos_Oxford_Institute_for_AMR_Research
link,/wiki/Jenner_Institute
link,/wiki/Oxford_Internet_Institute
link,/wiki/Oxford-Man_Institute_of_Quantitative_Finance
link,/wiki/Oxford_Martin_School
link,/wiki/Oxford_University_Innovation
link,/wiki/Oxford_University_Press
link,/wiki/Ripon_College_Cuddesdon
link,/wiki/Smith_School_of_Enterprise_and_the_Environment
link,/wiki/Recognised_independent_centre
link,/wiki/Oxford_Centre_for_Buddhist_Studies
link,/wiki/Oxford_Institute_for_Energy_Studies
link,/wiki/Oxford_Centre_for_Hebrew_and_Jewish_Studies
link,/wiki/Oxford_Centre_for_Hindu_Studies
link,/wiki/Oxford_Centre_for_Islamic_Studies
link,/wiki/Oxford_University_Australian_Rules_Football_Club
link,/wiki/Oxford_University_Amateur_Boxing_Club
link,/wiki/Oxford_University_Cricket_Club
link,/wiki/Oxford_University_Cycling_Club
link,/wiki/Oxford_University_Dancesport_Club
link,/wiki/Oxford_University_A.F.C.
link,/wiki/Oxford_University_W.A.F.C.
link,/wiki/Oxford_University_Handball_Club
link,/wiki/Oxford_University_Ice_Hockey_Club
link,/wiki/Oxford_University_Mountaineering_Club
link,/wiki/Oxford_University_Quidditch_Club
link,/wiki/Oxford_University_Polo_Club
link,/wiki/Oxford_University_Rowing_Clubs
link,/wiki/Oxford_University_Boat_Club
link,/wiki/Oxford_University_Women%27s_Boat_Club
link,/wiki/Oxford_University_Lightweight_Rowing_Club
link,/wiki/Oxford_University_Women%27s_Lightweight_Rowing_Club
link,/wiki/Oxford_University_RFC
link,/wiki/Cuppers
link,/wiki/The_Boat_Race
link,/wiki/Women%27s_Boat_Race
link,/wiki/Henley_Boat_Races
link,/wiki/The_Varsity_Polo_Match
link,/wiki/Rugby_League_Varsity_Match
link,/wiki/The_Varsity_Match
link,/wiki/The_University_Match_(cricket)
link,/wiki/University_Golf_Match
link,/wiki/Bullingdon_Green
link,/wiki/Christ_Church_Ground
link,/wiki/Magdalen_Ground
link,/wiki/New_College_Ground
link,/wiki/Roger_Bannister_running_track
link,/wiki/University_Parks
link,/wiki/Cherwell_(newspaper)
link,/wiki/The_Mays
link,/wiki/Oxford_Union
link,/wiki/Oxford_University_Student_Union
link,/wiki/List_of_University_of_Oxford_people
link,/wiki/List_of_fictional_Oxford_colleges
link,/wiki/List_of_fictional_University_of_Oxford_people
link,/wiki/The_Oxford_Magazine
link,/wiki/Oxford_University_Gazette
link,/wiki/Category:University_of_Oxford
link,/wiki/File:Symbol_portal_class.svg
link,/wiki/Portal:University_of_Oxford
link,/wiki/Template:Universities_in_the_United_Kingdom
link,/wiki/Template_talk:Universities_in_the_United_Kingdom
link,/wiki/Special:EditPage/Template:Universities_in_the_United_Kingdom
link,/wiki/Universities_in_the_United_Kingdom
link,/wiki/List_of_universities_in_England
link,/wiki/Anglia_Ruskin_University
link,/wiki/University_of_Bedfordshire
link,/wiki/University_of_Cambridge
link,/wiki/Cranfield_University
link,/wiki/University_of_East_Anglia
link,/wiki/University_of_Essex
link,/wiki/University_of_Hertfordshire
link,/wiki/Norwich_University_of_the_Arts
link,/wiki/University_of_Suffolk
link,/wiki/List_of_universities_and_higher_education_colleges_in_London
link,/wiki/University_of_London
link,"/wiki/Birkbeck,_University_of_London"
link,"/wiki/City,_University_of_London"
link,/wiki/Courtauld_Institute_of_Art
link,"/wiki/Goldsmiths,_University_of_London"
link,/wiki/Institute_of_Cancer_Research
link,/wiki/King%27s_College_London
link,/wiki/London_Business_School
link,/wiki/London_School_of_Economics
link,/wiki/London_School_of_Hygiene_%26_Tropical_Medicine
link,/wiki/Queen_Mary_University_of_London
link,/wiki/Royal_Academy_of_Music
link,/wiki/Royal_Central_School_of_Speech_and_Drama
link,"/wiki/Royal_Holloway,_University_of_London"
link,/wiki/Royal_Veterinary_College
link,/wiki/School_of_Advanced_Study
link,"/wiki/St_George%27s,_University_of_London"
link,/wiki/SOAS_University_of_London
link,/wiki/University_College_London
link,/wiki/Brunel_University_London
link,/wiki/University_of_East_London
link,/wiki/University_of_Greenwich
link,/wiki/Imperial_College_London
link,/wiki/Kingston_University
link,/wiki/London_Metropolitan_University
link,/wiki/London_South_Bank_University
link,/wiki/Middlesex_University
link,/wiki/Northeastern_University_%E2%80%93_London
link,/wiki/Ravensbourne_University_London
link,/wiki/Regent%27s_University_London
link,"/wiki/Richmond,_The_American_International_University_in_London"
link,/wiki/Royal_College_of_Art
link,/wiki/Royal_College_of_Music
link,/wiki/University_of_Roehampton
link,"/wiki/St_Mary%27s_University,_Twickenham"
link,/wiki/University_of_the_Arts_London
link,/wiki/University_of_Westminster
link,/wiki/University_of_West_London
link,/wiki/Aston_University
link,/wiki/University_of_Birmingham
link,/wiki/Birmingham_City_University
link,/wiki/Bishop_Grosseteste_University
link,/wiki/Coventry_University
link,/wiki/De_Montfort_University
link,/wiki/University_of_Derby
link,/wiki/Harper_Adams_University
link,/wiki/Keele_University
link,/wiki/University_of_Leicester
link,/wiki/University_of_Lincoln
link,/wiki/Loughborough_University
link,"/wiki/Newman_University,_Birmingham"
link,/wiki/University_of_Northampton
link,/wiki/University_of_Nottingham
link,/wiki/Nottingham_Trent_University
link,/wiki/Staffordshire_University
link,/wiki/University_College_Birmingham
link,/wiki/University_of_Warwick
link,/wiki/University_of_Wolverhampton
link,/wiki/University_of_Worcester
link,/wiki/University_of_Bolton
link,/wiki/University_of_Bradford
link,/wiki/University_of_Central_Lancashire
link,/wiki/University_of_Chester
link,/wiki/University_of_Cumbria
link,/wiki/Durham_University
link,/wiki/Edge_Hill_University
link,/wiki/University_of_Huddersfield
link,/wiki/University_of_Hull
link,/wiki/Lancaster_University
link,/wiki/University_of_Leeds
link,/wiki/Leeds_Arts_University
link,/wiki/Leeds_Beckett_University
link,/wiki/Leeds_Trinity_University
link,/wiki/University_of_Liverpool
link,/wiki/Liverpool_Hope_University
link,/wiki/Liverpool_John_Moores_University
link,/wiki/Liverpool_School_of_Tropical_Medicine
link,/wiki/University_of_Manchester
link,/wiki/Manchester_Metropolitan_University
link,/wiki/Newcastle_University
link,/wiki/Northumbria_University
link,/wiki/University_of_Salford
link,/wiki/University_of_Sheffield
link,/wiki/Sheffield_Hallam_University
link,/wiki/University_of_Sunderland
link,/wiki/Teesside_University
link,/wiki/University_of_York
link,/wiki/York_St_John_University
link,/wiki/Arts_University_Bournemouth
link,/wiki/University_of_Bath
link,/wiki/Bath_Spa_University
link,/wiki/Bournemouth_University
link,/wiki/University_of_Brighton
link,/wiki/University_of_Bristol
link,/wiki/University_of_Buckingham
link,/wiki/Buckinghamshire_New_University
link,/wiki/Canterbury_Christ_Church_University
link,/wiki/University_of_Chichester
link,/wiki/University_for_the_Creative_Arts
link,/wiki/University_of_Exeter
link,/wiki/Falmouth_University
link,/wiki/Hartpury_College
link,/wiki/University_of_Gloucestershire
link,/wiki/University_of_Kent
link,/wiki/Oxford_Brookes_University
link,/wiki/University_of_Plymouth
link,/wiki/Plymouth_Marjon_University
link,/wiki/Arts_University_Plymouth
link,/wiki/University_of_Portsmouth
link,/wiki/University_of_Reading
link,/wiki/Royal_Agricultural_University
link,/wiki/Solent_University
link,/wiki/University_of_Southampton
link,/wiki/University_of_Surrey
link,/wiki/University_of_Sussex
link,/wiki/University_of_the_West_of_England
link,/wiki/University_of_Winchester
link,/wiki/List_of_universities_in_Northern_Ireland
link,/wiki/Queen%27s_University_Belfast
link,/wiki/Ulster_University
link,/wiki/List_of_universities_in_Scotland
link,/wiki/University_of_Aberdeen
link,/wiki/Abertay_University
link,/wiki/University_of_Dundee
link,/wiki/University_of_Edinburgh
link,/wiki/Edinburgh_Napier_University
link,/wiki/University_of_Glasgow
link,/wiki/Glasgow_Caledonian_University
link,/wiki/Heriot-Watt_University
link,/wiki/University_of_the_Highlands_and_Islands
link,/wiki/Queen_Margaret_University
link,/wiki/Robert_Gordon_University
link,/wiki/Royal_Conservatoire_of_Scotland
link,/wiki/University_of_St_Andrews
link,/wiki/University_of_Stirling
link,/wiki/University_of_Strathclyde
link,/wiki/University_of_the_West_of_Scotland
link,/wiki/List_of_universities_in_Wales
link,/wiki/Aberystwyth_University
link,/wiki/Bangor_University
link,/wiki/Cardiff_University
link,/wiki/Cardiff_Metropolitan_University
link,/wiki/University_of_South_Wales
link,/wiki/Swansea_University
link,/wiki/University_of_Wales_Trinity_Saint_David
link,/wiki/Wrexham_University
link,/wiki/List_of_universities_in_the_United_Kingdom#Universities_in_British_overseas_territories
link,/wiki/Bermuda_College
link,/wiki/Cayman_Islands_Law_School
link,/wiki/University_of_Gibraltar
link,/wiki/International_College_of_the_Cayman_Islands
link,/wiki/Saint_James_School_of_Medicine
link,/wiki/St._Matthew%27s_University
link,/wiki/University_College_of_the_Cayman_Islands
link,"/wiki/University_of_Science,_Arts_and_Technology"
link,/wiki/University_of_the_West_Indies_Open_Campus
link,/wiki/List_of_universities_in_the_United_Kingdom#Universities_in_Crown_Dependencies
link,/wiki/University_of_the_Channel_Islands_in_Guernsey
link,/wiki/Arden_University
link,/wiki/BPP_University
link,/wiki/University_of_Law
link,/wiki/University_of_London_International_Programmes
link,/wiki/Open_University
link,/wiki/2010_United_Kingdom_student_protests
link,/wiki/List_of_UK_universities_by_date_of_foundation
link,/wiki/Ancient_university
link,/wiki/Third-oldest_university_in_England_debate
link,/wiki/Red_brick_university
link,/wiki/Plate_glass_university
link,/wiki/Post-1992_university
link,/wiki/List_of_UK_universities_by_endowment
link,/wiki/List_of_universities_in_the_United_Kingdom_by_enrolment
link,/wiki/Colleges_within_universities_in_the_United_Kingdom
link,/wiki/British_degree_abbreviations
link,/wiki/Higher_Education_Funding_Council_for_Wales
link,/wiki/Office_for_Students
link,/wiki/Higher_Education_Funding_Council_for_England
link,/wiki/Rankings_of_universities_in_the_United_Kingdom
link,/wiki/Scottish_Funding_Council
link,/wiki/Student_loans_and_grants_in_the_United_Kingdom
link,/wiki/Student_Radio_Association
link,/wiki/Student_television_in_the_United_Kingdom
link,/wiki/Student_unionism_in_the_United_Kingdom
link,/wiki/Tuition_fees_in_the_United_Kingdom
link,/wiki/British_undergraduate_degree_classification
link,/wiki/UCAS
link,/wiki/University_and_College_Union
link,/wiki/Polytechnic_(United_Kingdom)
link,/wiki/Category:Universities_in_the_United_Kingdom
link,/wiki/List_of_universities_in_the_United_Kingdom
link,/wiki/Template:Universities_and_colleges_in_South_East_England
link,/wiki/Template_talk:Universities_and_colleges_in_South_East_England
link,/wiki/Special:EditPage/Template:Universities_and_colleges_in_South_East_England
link,/wiki/South_East_England
